session_id,model,output_length,pre_gap,has_error,is_system_prompt_present,input_tokens,turn_number,turn_cost
swebench__astropy__astropy-13977__minimax,minimax-m2.5,433,0.7233,1,1,30462,29,0.005067250000000001
swebench__astropy__astropy-13977__minimax,minimax-m2.5,417,0.0616,1,1,30513,30,0.005056499999999999
swebench__astropy__astropy-13977__minimax,minimax-m2.5,864,0.0827,1,1,31829,31,0.00576795
swebench__astropy__astropy-13977__minimax,minimax-m2.5,914,0.0648,1,1,31884,32,0.0058337
swebench__astropy__astropy-13977__minimax,minimax-m2.5,435,0.732,1,1,33319,33,0.0054981
swebench__astropy__astropy-13977__minimax,minimax-m2.5,481,0.0703,1,1,33373,34,0.005559099999999999
swebench__astropy__astropy-13977__minimax,minimax-m2.5,364,0.0796,1,1,33429,35,0.00543295
swebench__astropy__astropy-13977__minimax,minimax-m2.5,518,0.7315,1,1,34276,36,0.0057371
swebench__astropy__astropy-13977__minimax,minimax-m2.5,702,0.7418,1,1,35442,37,0.0061236
swebench__astropy__astropy-13977__minimax,minimax-m2.5,855,0.7348,1,1,36513,38,0.006460199999999999
swebench__astropy__astropy-13977__minimax,minimax-m2.5,256,0.0718,1,1,37466,39,0.0059143
swebench__astropy__astropy-13977__minimax,minimax-m2.5,864,0.0929,1,1,38345,40,0.00674535
swebench__astropy__astropy-13977__minimax,minimax-m2.5,399,0.75,1,1,39723,41,0.0064173
swebench__astropy__astropy-13977__minimax,minimax-m2.5,544,0.7386,1,1,40529,42,0.0067049499999999995
swebench__astropy__astropy-13977__minimax,minimax-m2.5,603,0.0777,1,1,41345,43,0.0068952
swebench__astropy__astropy-13977__minimax,minimax-m2.5,103,0.7417,1,1,42173,44,0.0064443999999999994
swebench__astropy__astropy-13977__minimax,minimax-m2.5,81,1.2518,1,1,42930,45,0.00653265
swebench__astropy__astropy-13977__minimax,minimax-m2.5,75,1.244,1,1,43166,46,0.00656115
swebench__astropy__astropy-13977__minimax,minimax-m2.5,66,0.0808,1,1,43221,47,0.00655905
swebench__astropy__astropy-13977__minimax,minimax-m2.5,84,0.7405,1,1,43573,48,0.006632549999999999
swebench__astropy__astropy-13977__minimax,minimax-m2.5,151,0.7089,1,1,43757,49,0.0067372
swebench__astropy__astropy-13977__minimax,minimax-m2.5,454,0.0765,1,1,43812,50,0.0070939
swebench__astropy__astropy-14096__minimax,minimax-m2.5,115,0.0,1,1,9835,1,0.0016075
swebench__astropy__astropy-14096__minimax,minimax-m2.5,124,0.0481,1,1,9888,2,0.0016257999999999997
swebench__astropy__astropy-14096__minimax,minimax-m2.5,66,0.7047,1,1,10199,3,0.00160575
swebench__astropy__astropy-14096__minimax,minimax-m2.5,65,0.6781,1,1,11037,4,0.0017303
swebench__astropy__astropy-14096__minimax,minimax-m2.5,104,0.6883,1,1,11662,5,0.0018689
swebench__astropy__astropy-14096__minimax,minimax-m2.5,91,0.1536,1,1,12672,6,0.00200545
swebench__astropy__astropy-14096__minimax,minimax-m2.5,88,0.6881,1,1,12944,7,0.0020428
swebench__astropy__astropy-14096__minimax,minimax-m2.5,708,0.0492,1,1,14271,8,0.00295485
swebench__astropy__astropy-14096__minimax,minimax-m2.5,89,0.6936,1,1,15401,9,0.0024125
swebench__astropy__astropy-14096__minimax,minimax-m2.5,61,1.1993,1,1,15875,10,0.0024514
swebench__astropy__astropy-14096__minimax,minimax-m2.5,74,1.2027,1,1,16241,11,0.0025212499999999996
swebench__astropy__astropy-14096__minimax,minimax-m2.5,120,57.5528,1,1,17043,12,0.00269445
swebench__astropy__astropy-14096__minimax,minimax-m2.5,181,1.21,1,1,17465,13,0.0028278999999999995
swebench__astropy__astropy-14096__minimax,minimax-m2.5,217,0.0578,1,1,18257,14,0.0029880999999999996
swebench__astropy__astropy-14096__minimax,minimax-m2.5,182,1.2162,1,1,18840,15,0.0030353
swebench__astropy__astropy-14096__minimax,minimax-m2.5,79,0.7066,1,1,19166,16,0.0029657499999999996
swebench__astropy__astropy-14096__minimax,minimax-m2.5,132,0.7097,1,1,19707,17,0.00310785
swebench__astropy__astropy-14096__minimax,minimax-m2.5,75,0.7081,1,1,20880,18,0.0032182499999999998
swebench__astropy__astropy-14096__minimax,minimax-m2.5,79,1.2193,1,1,21078,19,0.00325255
swebench__astropy__astropy-14096__minimax,minimax-m2.5,82,0.708,1,1,21381,20,0.0033014499999999996
swebench__astropy__astropy-14096__minimax,minimax-m2.5,56,0.7044,1,1,21643,21,0.0033108499999999997
swebench__astropy__astropy-14096__minimax,minimax-m2.5,145,0.7102,1,1,22317,22,0.0035142999999999997
swebench__astropy__astropy-14096__minimax,minimax-m2.5,160,0.0517,1,1,22368,23,0.0035392
swebench__astropy__astropy-14096__minimax,minimax-m2.5,72,0.7245,1,1,22659,24,0.0034816499999999998
swebench__astropy__astropy-14096__minimax,minimax-m2.5,40,0.7134,1,1,22858,25,0.0034747
swebench__astropy__astropy-14096__minimax,minimax-m2.5,71,2.2443,1,1,23251,26,0.0035692999999999996
swebench__astropy__astropy-14096__minimax,minimax-m2.5,42,0.7193,1,1,23475,27,0.0035695499999999995
swebench__astropy__astropy-14096__minimax,minimax-m2.5,67,1.7281,1,1,23767,28,0.0036420999999999997
swebench__astropy__astropy-14096__minimax,minimax-m2.5,61,1.7308,1,1,23995,29,0.0036694
swebench__astropy__astropy-14096__minimax,minimax-m2.5,67,2.2482,1,1,25089,30,0.0038404
swebench__astropy__astropy-14096__minimax,minimax-m2.5,247,2.256,1,1,26385,31,0.0042417999999999996
swebench__astropy__astropy-14096__minimax,minimax-m2.5,228,1.2136,1,1,26954,32,0.0043053
swebench__astropy__astropy-14096__minimax,minimax-m2.5,98,1.7425,1,1,27809,33,0.00428405
swebench__astropy__astropy-14096__minimax,minimax-m2.5,495,1.7203,1,1,28305,34,0.004815
swebench__astropy__astropy-14096__minimax,minimax-m2.5,378,0.0711,1,1,28947,35,0.00477675
swebench__astropy__astropy-14182__minimax,minimax-m2.5,108,0.0,1,1,9823,1,0.00159765
swebench__astropy__astropy-14182__minimax,minimax-m2.5,119,0.0425,1,1,9875,2,0.0016181
swebench__astropy__astropy-14182__minimax,minimax-m2.5,68,0.7082,1,1,10171,3,0.00160385
swebench__astropy__astropy-14182__minimax,minimax-m2.5,63,0.6877,1,1,11015,4,0.0017246999999999998
swebench__astropy__astropy-14182__minimax,minimax-m2.5,73,0.6826,1,1,11636,5,0.0018293499999999998
swebench__astropy__astropy-14182__minimax,minimax-m2.5,185,0.0853,1,1,12723,6,0.0021211999999999997
swebench__astropy__astropy-14182__minimax,minimax-m2.5,423,0.0825,1,1,18057,7,0.0031949999999999995
swebench__astropy__astropy-14182__minimax,minimax-m2.5,97,0.6938,1,1,18598,8,0.00290125
swebench__astropy__astropy-14182__minimax,minimax-m2.5,84,0.6914,1,1,18812,9,0.0029184
swebench__astropy__astropy-14182__minimax,minimax-m2.5,81,0.0885,1,1,19440,10,0.00300915
swebench__astropy__astropy-14182__minimax,minimax-m2.5,75,0.6974,1,1,19651,11,0.0030339
swebench__astropy__astropy-14182__minimax,minimax-m2.5,535,0.0615,1,1,19914,12,0.00360235
swebench__astropy__astropy-14182__minimax,minimax-m2.5,84,0.7049,1,1,20664,13,0.0031961999999999997
swebench__astropy__astropy-14182__minimax,minimax-m2.5,795,601.6139,1,1,21418,14,0.00412695
swebench__astropy__astropy-14182__minimax,minimax-m2.5,54,0.7054,1,1,22535,15,0.00344235
swebench__astropy__astropy-14182__minimax,minimax-m2.5,54,10.2326,1,1,22734,16,0.0034721999999999995
swebench__astropy__astropy-14182__minimax,minimax-m2.5,56,10.2295,1,1,22948,17,0.0035066
swebench__astropy__astropy-14182__minimax,minimax-m2.5,51,0.6995,1,1,23125,18,0.0035274
swebench__astropy__astropy-14182__minimax,minimax-m2.5,120,1.2145,1,1,23365,19,0.00364275
swebench__astropy__astropy-14182__minimax,minimax-m2.5,42,0.7083,1,1,23717,20,0.00360585
swebench__astropy__astropy-14182__minimax,minimax-m2.5,121,1.2133,1,1,23954,21,0.0037322499999999995
swebench__astropy__astropy-14182__minimax,minimax-m2.5,47,0.7077,1,1,24305,22,0.0036997999999999996
swebench__astropy__astropy-14182__minimax,minimax-m2.5,120,1.2277,1,1,24568,23,0.0038232
swebench__astropy__astropy-14182__minimax,minimax-m2.5,113,1.2338,1,1,24809,24,0.0038513
swebench__astropy__astropy-14182__minimax,minimax-m2.5,118,0.0523,1,1,25950,25,0.0040282
swebench__astropy__astropy-14182__minimax,minimax-m2.5,152,0.6959,1,1,26416,26,0.0041372
swebench__astropy__astropy-14182__minimax,minimax-m2.5,75,0.6882,1,1,26713,27,0.0040932
swebench__astropy__astropy-14182__minimax,minimax-m2.5,507,1.2177,1,1,26943,28,0.0046245
swebench__astropy__astropy-14182__minimax,minimax-m2.5,68,0.7332,1,1,27607,29,0.004219249999999999
swebench__astropy__astropy-14182__minimax,minimax-m2.5,75,0.7231,1,1,27801,30,0.0042564000000000005
swebench__astropy__astropy-14182__minimax,minimax-m2.5,43,0.726,1,1,27993,31,0.0042484
swebench__astropy__astropy-14182__minimax,minimax-m2.5,74,2.2444,1,1,28389,32,0.0043434500000000004
swebench__astropy__astropy-14182__minimax,minimax-m2.5,42,0.726,1,1,28604,33,0.0043389
swebench__astropy__astropy-14182__minimax,minimax-m2.5,70,1.7415,1,1,28896,34,0.004414899999999999
swebench__astropy__astropy-14182__minimax,minimax-m2.5,83,1.7429,1,1,29117,35,0.004463
swebench__astropy__astropy-14182__minimax,minimax-m2.5,80,1.2411,1,1,29348,36,0.0044942
swebench__astropy__astropy-14182__minimax,minimax-m2.5,171,1.7266,1,1,30513,37,0.004773599999999999
swebench__astropy__astropy-14182__minimax,minimax-m2.5,114,1.2465,1,1,31123,38,0.0047995500000000005
swebench__astropy__astropy-14182__minimax,minimax-m2.5,524,0.7357,1,1,31478,39,0.0053243
swebench__astropy__astropy-14182__minimax,minimax-m2.5,253,0.0761,1,1,31533,40,0.0050209
swebench__astropy__astropy-14182__minimax,minimax-m2.5,346,1.2542,1,1,32131,41,0.00521755
swebench__astropy__astropy-14182__minimax,minimax-m2.5,548,0.7425,1,1,33958,42,0.0057239
swebench__astropy__astropy-14309__minimax,minimax-m2.5,124,0.0,1,1,12140,1,0.0019636
swebench__astropy__astropy-14309__minimax,minimax-m2.5,62,0.7219,1,1,12436,2,0.0019367
swebench__astropy__astropy-14309__minimax,minimax-m2.5,86,0.6816,1,1,13277,3,0.0020904499999999998
swebench__astropy__astropy-14309__minimax,minimax-m2.5,82,0.0275,1,1,13330,4,0.0020938
swebench__astropy__astropy-14309__minimax,minimax-m2.5,86,0.0574,1,1,14827,5,0.00232295
swebench__astropy__astropy-14309__minimax,minimax-m2.5,76,0.6867,1,1,15165,6,0.00236215
swebench__astropy__astropy-14309__minimax,minimax-m2.5,554,0.0944,1,1,20333,7,0.00368705
swebench__astropy__astropy-14309__minimax,minimax-m2.5,110,0.6933,1,1,21325,8,0.0033252499999999996
swebench__astropy__astropy-14309__minimax,minimax-m2.5,63,1.2052,1,1,21524,9,0.00330105
swebench__astropy__astropy-14309__minimax,minimax-m2.5,73,0.6961,1,1,21808,10,0.00335515
swebench__astropy__astropy-14309__minimax,minimax-m2.5,404,0.6928,1,1,22211,11,0.0037962499999999997
swebench__astropy__astropy-14309__minimax,minimax-m2.5,75,0.6903,1,1,22885,12,0.003519
swebench__astropy__astropy-14309__minimax,minimax-m2.5,54,0.0403,1,1,22939,13,0.0035029499999999995
swebench__astropy__astropy-14309__minimax,minimax-m2.5,87,1.2066,1,1,23200,14,0.00358005
swebench__astropy__astropy-14309__minimax,minimax-m2.5,55,0.6977,1,1,23534,15,0.00359335
swebench__astropy__astropy-14309__minimax,minimax-m2.5,87,1.216,1,1,23806,16,0.0036709499999999996
swebench__astropy__astropy-14309__minimax,minimax-m2.5,63,0.6733,1,1,24136,17,0.0036928499999999997
swebench__astropy__astropy-14309__minimax,minimax-m2.5,86,1.219,1,1,24438,18,0.0037646
swebench__astropy__astropy-14309__minimax,minimax-m2.5,106,1.224,1,1,24636,19,0.0038172999999999996
swebench__astropy__astropy-14309__minimax,minimax-m2.5,113,0.7111,1,1,25597,20,0.0039695
swebench__astropy__astropy-14309__minimax,minimax-m2.5,570,0.7152,1,1,26460,21,0.004624499999999999
swebench__astropy__astropy-14309__minimax,minimax-m2.5,619,0.7126,1,1,27976,22,0.004908249999999999
swebench__astropy__astropy-14309__minimax,minimax-m2.5,577,1.2253,1,1,28811,23,0.0049851999999999995
swebench__astropy__astropy-14309__minimax,minimax-m2.5,108,0.7223,1,1,29534,24,0.0045543
swebench__astropy__astropy-14309__minimax,minimax-m2.5,153,0.7069,1,1,30062,25,0.00468525
swebench__astropy__astropy-14309__minimax,minimax-m2.5,72,1.2289,1,1,30338,26,0.0046335
swebench__astropy__astropy-14309__minimax,minimax-m2.5,443,0.6979,1,1,30730,27,0.00511895
swebench__astropy__astropy-14309__minimax,minimax-m2.5,97,0.6871,1,1,31546,28,0.00484345
swebench__astropy__astropy-14309__minimax,minimax-m2.5,86,0.7204,1,1,31794,29,0.004868
swebench__astropy__astropy-14309__minimax,minimax-m2.5,77,0.0643,1,1,31848,30,0.004865749999999999
swebench__astropy__astropy-14309__minimax,minimax-m2.5,77,0.0596,1,1,31904,31,0.00487415
swebench__astropy__astropy-14309__minimax,minimax-m2.5,82,0.7242,1,1,32315,32,0.00494155
swebench__astropy__astropy-14309__minimax,minimax-m2.5,99,0.7091,1,1,32722,33,0.00502215
swebench__astropy__astropy-14309__minimax,minimax-m2.5,312,0.7285,1,1,33017,34,0.00531135
swebench__astropy__astropy-14309__minimax,minimax-m2.5,356,0.7288,1,1,33616,35,0.0054518
swebench__astropy__astropy-14309__minimax,minimax-m2.5,391,1.2368,1,1,34136,36,0.00557005
swebench__astropy__astropy-14309__minimax,minimax-m2.5,89,0.7297,1,1,34615,37,0.0052946
swebench__astropy__astropy-14309__minimax,minimax-m2.5,796,0.7287,1,1,35024,38,0.006169
swebench__astropy__astropy-14309__minimax,minimax-m2.5,637,1.2431,1,1,36022,39,0.00613585
swebench__astropy__astropy-14309__minimax,minimax-m2.5,477,0.718,1,1,36993,40,0.0060975
swebench__astropy__astropy-14309__minimax,minimax-m2.5,494,0.738,1,1,37813,41,0.00624005
swebench__astropy__astropy-14309__minimax,minimax-m2.5,557,0.0768,1,1,37868,42,0.00632075
swebench__astropy__astropy-14309__minimax,minimax-m2.5,518,0.7386,1,1,38616,43,0.0063881
swebench__astropy__astropy-14309__minimax,minimax-m2.5,61,0.7412,1,1,39233,44,0.0059551
swebench__astropy__astropy-14309__minimax,minimax-m2.5,76,0.7394,1,1,39573,45,0.006023349999999999
swebench__astropy__astropy-14309__minimax,minimax-m2.5,82,0.7385,1,1,39869,46,0.00607465
swebench__astropy__astropy-14309__minimax,minimax-m2.5,391,1.2522,1,1,40056,47,0.00645805
swebench__astropy__astropy-14309__minimax,minimax-m2.5,481,0.741,1,1,40528,48,0.0066323499999999995
swebench__astropy__astropy-14309__minimax,minimax-m2.5,132,1.2513,1,1,41190,49,0.0063303
swebench__astropy__astropy-14309__minimax,minimax-m2.5,106,0.7482,1,1,41632,50,0.0063667
swebench__astropy__astropy-14365__minimax,minimax-m2.5,61,0.0,1,1,11922,1,0.0018584499999999998
swebench__astropy__astropy-14365__minimax,minimax-m2.5,91,0.7266,1,1,12150,2,0.0019271499999999999
swebench__astropy__astropy-14365__minimax,minimax-m2.5,82,0.6869,1,1,12379,3,0.00195115
swebench__astropy__astropy-14365__minimax,minimax-m2.5,603,0.0897,1,1,17865,4,0.0033732
swebench__astropy__astropy-14365__minimax,minimax-m2.5,75,0.6893,1,1,18870,5,0.0029167499999999996
swebench__astropy__astropy-14365__minimax,minimax-m2.5,63,10.22,1,1,19087,6,0.0029354999999999997
swebench__astropy__astropy-14365__minimax,minimax-m2.5,64,0.6874,1,1,19265,7,0.00296335
swebench__astropy__astropy-14365__minimax,minimax-m2.5,138,1.2023,1,1,19533,8,0.0030886499999999996
swebench__astropy__astropy-14365__minimax,minimax-m2.5,50,0.6946,1,1,20043,9,0.0030639499999999997
swebench__astropy__astropy-14365__minimax,minimax-m2.5,140,1.2043,1,1,20298,10,0.0032057
swebench__astropy__astropy-14365__minimax,minimax-m2.5,432,0.686,1,1,20826,11,0.0036206999999999997
swebench__astropy__astropy-14365__minimax,minimax-m2.5,59,0.7049,1,1,21852,12,0.00334565
swebench__astropy__astropy-14365__minimax,minimax-m2.5,140,1.2106,1,1,22120,13,0.003479
swebench__astropy__astropy-14365__minimax,minimax-m2.5,261,1.2158,1,1,22471,14,0.0036707999999999997
swebench__astropy__astropy-14365__minimax,minimax-m2.5,88,0.7084,1,1,22856,15,0.0035296
swebench__astropy__astropy-14365__minimax,minimax-m2.5,131,1.2205,1,1,23093,16,0.0036146
swebench__astropy__astropy-14365__minimax,minimax-m2.5,120,0.7131,1,1,23618,17,0.0036807
swebench__astropy__astropy-14365__minimax,minimax-m2.5,71,0.7183,1,1,23904,18,0.00366725
swebench__astropy__astropy-14365__minimax,minimax-m2.5,125,0.7134,1,1,24232,19,0.0037785499999999994
swebench__astropy__astropy-14365__minimax,minimax-m2.5,120,0.7094,1,1,24481,20,0.00381015
swebench__astropy__astropy-14365__minimax,minimax-m2.5,66,0.7173,1,1,25270,21,0.0038664
swebench__astropy__astropy-14365__minimax,minimax-m2.5,62,0.7177,1,1,25449,22,0.0038886499999999996
swebench__astropy__astropy-14365__minimax,minimax-m2.5,62,0.0745,1,1,25501,23,0.0038964499999999997
swebench__astropy__astropy-14365__minimax,minimax-m2.5,73,0.7228,1,1,25696,24,0.00393835
swebench__astropy__astropy-14365__minimax,minimax-m2.5,105,1.2328,1,1,25866,25,0.00400065
swebench__astropy__astropy-14365__minimax,minimax-m2.5,113,0.723,1,1,26078,26,0.00404165
swebench__astropy__astropy-14365__minimax,minimax-m2.5,456,0.0779,1,1,26558,27,0.004508099999999999
swebench__astropy__astropy-14365__minimax,minimax-m2.5,592,0.0622,1,1,26613,28,0.00467275
swebench__astropy__astropy-14365__minimax,minimax-m2.5,156,0.7312,1,1,27445,29,0.0042961499999999994
swebench__astropy__astropy-14365__minimax,minimax-m2.5,166,1.2336,1,1,27843,30,0.00436735
swebench__astropy__astropy-14365__minimax,minimax-m2.5,92,0.7308,1,1,28191,31,0.004334449999999999
swebench__astropy__astropy-14365__minimax,minimax-m2.5,118,0.0925,1,1,29119,32,0.004503549999999999
swebench__astropy__astropy-14365__minimax,minimax-m2.5,51,0.7332,1,1,29362,33,0.00446295
swebench__astropy__astropy-14365__minimax,minimax-m2.5,74,2.2661,1,1,29588,34,0.0045233
swebench__astropy__astropy-14365__minimax,minimax-m2.5,50,0.7275,1,1,29805,35,0.00452825
swebench__astropy__astropy-14365__minimax,minimax-m2.5,69,1.2385,1,1,30029,36,0.0045837
swebench__astropy__astropy-14365__minimax,minimax-m2.5,80,1.7284,1,1,30247,37,0.00462905
swebench__astropy__astropy-14365__minimax,minimax-m2.5,175,1.7379,1,1,31411,38,0.0049128999999999996
swebench__astropy__astropy-14365__minimax,minimax-m2.5,465,1.2205,1,1,31923,39,0.005323199999999999
swebench__astropy__astropy-14365__minimax,minimax-m2.5,371,1.2524,1,1,33047,40,0.0053837
swebench__astropy__astropy-14365__minimax,minimax-m2.5,334,0.0785,1,1,33097,41,0.00534865
swebench__astropy__astropy-14365__minimax,minimax-m2.5,310,0.0636,1,1,33504,42,0.0053821
swebench__astropy__astropy-14369__minimax,minimax-m2.5,135,0.0,1,1,12411,1,0.0020169
swebench__astropy__astropy-14369__minimax,minimax-m2.5,61,0.7285,1,1,12722,2,0.00197845
swebench__astropy__astropy-14369__minimax,minimax-m2.5,65,0.684,1,1,13562,3,0.00210905
swebench__astropy__astropy-14369__minimax,minimax-m2.5,90,0.6853,1,1,14017,4,0.0022060499999999998
swebench__astropy__astropy-14369__minimax,minimax-m2.5,320,0.1316,1,1,16720,5,0.0028759999999999997
swebench__astropy__astropy-14369__minimax,minimax-m2.5,73,0.4521,1,1,17184,6,0.00266155
swebench__astropy__astropy-14369__minimax,minimax-m2.5,56,10.2191,1,1,17401,7,0.00267455
swebench__astropy__astropy-14369__minimax,minimax-m2.5,86,0.6874,1,1,17571,8,0.0027345499999999997
swebench__astropy__astropy-14369__minimax,minimax-m2.5,70,0.6892,1,1,17800,9,0.0027505
swebench__astropy__astropy-14369__minimax,minimax-m2.5,277,0.6927,1,1,17984,10,0.00301615
swebench__astropy__astropy-14369__minimax,minimax-m2.5,437,0.7079,1,1,18649,11,0.0032998999999999997
swebench__astropy__astropy-14369__minimax,minimax-m2.5,54,0.7116,1,1,20150,12,0.0030846
swebench__astropy__astropy-14369__minimax,minimax-m2.5,121,0.702,1,1,20509,13,0.0032154999999999996
swebench__astropy__astropy-14369__minimax,minimax-m2.5,64,0.7035,1,1,20901,14,0.00320875
swebench__astropy__astropy-14369__minimax,minimax-m2.5,115,1.2102,1,1,21070,15,0.0032927499999999997
swebench__astropy__astropy-14369__minimax,minimax-m2.5,58,0.6981,1,1,21421,16,0.0032798499999999995
swebench__astropy__astropy-14369__minimax,minimax-m2.5,115,1.2167,1,1,21585,17,0.0033699999999999997
swebench__astropy__astropy-14369__minimax,minimax-m2.5,74,0.7057,1,1,21933,18,0.0033750499999999997
